sr_no,date,startup,industry,sub_vertical,city,investors,investment_type,amount_usd,amount_inr_crore,year,month
717,2017-07-27,1mg,eCommerce,Online Pharmacy,Gurugram,"Hbm Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network And Kae Capital",Private Equity,15000000.0,126.0,2017,July
718,2017-07-28,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,Amen Dhyllon,Seed Funding,0.0,0.0,2017,July
719,2017-07-28,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge Ltd,Private Equity,1250000.0,10.5,2017,July
720,2017-07-28,Gympik.com,Consumer Internet,online marketplace for discovering fitness centres,Bengaluru,Roundglass Partners,Seed Funding,0.0,0.0,2017,July
721,2017-06-01,Tripeur,Technology,Mobile based travel ERP platform,Bengaluru,"Grace Grace Techno Ventures Llp, Rajul Garg & Other Undisclosed Investors",Seed Funding,0.0,0.0,2017,June
722,2017-06-02,RentOnGo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bengaluru,Tvs Motor Company,Seed Funding,234000.0,1.97,2017,June
723,2017-06-05,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emerging India,Private Equity,50000000.0,420.0,2017,June
724,2017-06-05,MaxMyWealth,Consumer Internet,Online Wealth Management & Savings platform,Mumbai,"Lockchain Ecosystem Global Advisors, Horseferry",Private Equity,0.0,0.0,2017,June
725,2017-06-06,Spinny,eCommerce,Online Used Car marketplace,Gurugram,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000.0,8.4,2017,June
726,2017-06-06,Healthbuds,Consumer Internet,Healthcare Discovery & booking platform,Kolkata,"Arun Patodia, Bharat Kedia",Seed Funding,0.0,0.0,2017,June
727,2017-06-06,Ftcash,Consumer Internet,Mobile Payments platform,Mumbai,"500 Startups, Ivycap Ventures",Private Equity,0.0,0.0,2017,June
728,2017-06-06,BHIVE Workspace,Consumer Internet,co-working spaces,Bengaluru,Blume Ventures,Private Equity,1200000.0,10.08,2017,June
729,2017-06-06,wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,1000000.0,8.4,2017,June
730,2017-06-06,GyanDhan,Consumer Internet,Education Marketplace,New Delhi,Sundaram Finance Holdings,Private Equity,0.0,0.0,2017,June
731,2017-06-06,Hungry Foal,Consumer Internet,For profit Social Venture,Gurugram,Sbi,Private Equity,0.0,0.0,2017,June
732,2017-06-07,ZipLoan,Consumer Internet,Online lending platform,New Delhi,Waterbridge Ventures,Seed Funding,650000.0,5.46,2017,June
733,2017-06-07,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,Quake Capital,Seed Funding,600000.0,5.04,2017,June
734,2017-06-08,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Consulting Limited,Seed Funding,232000.0,1.95,2017,June
735,2017-06-08,Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,Norwest Venture Partners,Private Equity,1500000.0,12.6,2017,June
736,2017-06-08,ABI Health,Technology,Unified Digital Health Platform,Bengaluru,Norwest Venture Partners,Private Equity,1500000.0,12.6,2017,June
737,2017-06-08,Stockal,Consumer Internet,App-based Investment advisory Services,Bengaluru,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,350000.0,2.94,2017,June
738,2017-06-09,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300000.0,2.52,2017,June
739,2017-06-09,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250000.0,2.1,2017,June
740,2017-06-12,Loanmeet,Consumer Internet,Online peer-to-peer lending platform,Bengaluru,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,0.0,0.0,2017,June
741,2017-06-12,LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,Yes Bank,Debt Funding,7800000.0,65.52,2017,June
742,2017-06-12,Boxx.ai,Technology,Artificial Intelligence,Bengaluru,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000.0,4.2,2017,June
743,2017-06-12,PeeSafe.in,Healthcare,Hygiene care product manufacturer,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,1000000.0,8.4,2017,June
744,2017-06-12,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,776000.0,6.52,2017,June
745,2017-06-12,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,Private Equity,15000000.0,126.0,2017,June
746,2017-06-13,HyperTrack,Technology,Location tracking solutions,New Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,0.0,0.0,2017,June
747,2017-06-13,Goodera,Technology,CSR and sustainability management platform,Bengaluru,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000.0,46.2,2017,June
748,2017-06-13,Digit,Technology,Tech driven Insurance platform,Bengaluru,Fairfax Holdings,Private Equity,0.0,0.0,2017,June
749,2017-06-14,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,Tekne Capital Management Llc,Private Equity,50000000.0,420.0,2017,June
750,2017-06-14,Vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,Rb Investments,Seed Funding,0.0,0.0,2017,June
751,2017-06-14,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,3 Undisclosed Investors,Seed Funding,500000.0,4.2,2017,June
752,2017-06-15,MoneyTap,Consumer Internet,Money Lending platform,Bengaluru,"Sequoia India, Nea, Prime Venture Partners",Private Equity,12300000.0,103.32,2017,June
753,2017-06-16,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bengaluru,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000.0,8.4,2017,June
754,2017-06-16,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000.0,0.84,2017,June
755,2017-06-16,PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed Funding,2000000.0,16.8,2017,June
756,2017-06-16,EdgeFx,eCommerce,DIY project Kits seller,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,0.0,0.0,2017,June
757,2017-06-16,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,Gurugram,Yourwecan Ventures,Seed Funding,0.0,0.0,2017,June
758,2017-06-16,HealthIntel,Healthcare,Online Pharmacy,New Delhi,Blip Initiatives,Seed Funding,0.0,0.0,2017,June
759,2017-06-19,Unbxd,Technology,Cloud-based product discovery platform,Bengaluru,Eight Road Ventures,Private Equity,12500000.0,105.0,2017,June
760,2017-06-19,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3One4 Capital Advisors Llp, Startupxseed Ventures Llp",Private Equity,4000000.0,33.6,2017,June
761,2017-06-20,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bengaluru,91Maker.Com,Seed Funding,300000.0,2.52,2017,June
762,2017-06-20,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private Equity,5200000.0,43.68,2017,June
763,2017-06-21,Fynd,eCommerce,Fashion etailer,Mumbai,"Iifl Seed Ventures, Kae Capital, Fj Labs, Singularity Ventures, Growx, Tracxn Labs, Axis Capital",Private Equity,2400000.0,20.16,2017,June
764,2017-06-21,Grow Fit,Consumer Internet,Health-Tech platform,Bengaluru,"Manipal Education And Medical Group, Sar Group, The Grover Trust",Private Equity,4500000.0,37.8,2017,June
765,2017-06-21,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,Ibhubs,Seed Funding,215000.0,1.81,2017,June
766,2017-06-21,mSwipe,Technology,Point-of-Sale services,Mumbai,"Uc-Rnt Fund, Matrix Partners, Alcon Edge Capital, Dsg Consumer Partners",Private Equity,31000000.0,260.4,2017,June
767,2017-06-21,OneAssist,Consumer Internet,Credit card fraud protection,Mumbai,Sequoia Capital,Private Equity,0.0,0.0,2017,June
768,2017-06-22,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bengaluru,"General Catalyst, Founder Collective",Private Equity,4600000.0,38.64,2017,June
769,2017-06-22,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private Equity,2000000.0,16.8,2017,June
770,2017-06-22,Explore Life traveling,Consumer Internet,Local homes booking platform,Bengaluru,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500000.0,4.2,2017,June
771,2017-06-23,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, Ifmr, And Mas Financial Services Ltd",Private Equity,4000000.0,33.6,2017,June
772,2017-06-23,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,3 Undisclosed Investors,Seed Funding,1000000.0,8.4,2017,June
773,2017-06-26,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5000000.0,42.0,2017,June
774,2017-06-26,Flipkart,eCommerce,Online marketplace,Bengaluru,Naspers,Private Equity,71000000.0,596.4,2017,June
775,2017-06-26,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, Rb International",Private Equity,4000000.0,33.6,2017,June
776,2017-06-27,Stashfin,Consumer Internet,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,5000000.0,42.0,2017,June
777,2017-06-27,Formcept,Consumer Internet,Unified Data Analysis platform,Bengaluru,Gujarat Venture Finance Ltd,Private Equity,0.0,0.0,2017,June
778,2017-06-27,Spares Hub,eCommerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,311000.0,2.61,2017,June
779,2017-06-28,FiTraQ,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,"Aparup Sengupta, Devendra Reddy,",Seed Funding,0.0,0.0,2017,June
780,2017-06-28,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,3000000.0,25.2,2017,June
781,2017-06-28,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bengaluru,"Sap.Io, Unilazer Ventures",Private Equity,2000000.0,16.8,2017,June
782,2017-06-29,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000.0,8.4,2017,June
783,2017-06-29,ZingHR,Technology,"digital employee solutions,",Mumbai,Zeta,Private Equity,0.0,0.0,2017,June
784,2017-06-30,Tagos Design,Technology,in-video discovery platform,Bengaluru,3 Undisclosed Investors,Private Equity,5000000.0,42.0,2017,June
785,2017-06-30,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurugram,"Vy Capital, Saif Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000.0,176.4,2017,June
786,2017-05-01,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity,73700000.0,619.08,2017,May
787,2017-05-01,Power2SME,eCommerce,Buying portal for SMEs,Gurugram,International Finance Corporation,Private Equity,10000000.0,84.0,2017,May
788,2017-05-02,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed Funding,1500000.0,12.6,2017,May
789,2017-05-02,4tigo,Logistics,Truck Network company,Bengaluru,"Accel Partners, Nandan Nilekani,",Private Equity,10000000.0,84.0,2017,May
790,2017-05-02,SMECorner,Consumer Internet,Online Platform for small business loans,Mumbai,Dutch Government Fund,Private Equity,0.0,0.0,2017,May
791,2017-05-02,ZippServe,Consumer Internet,Real estate risk assessment platform,Bengaluru,3 Undisclosed Investors,Seed Funding,390000.0,3.28,2017,May
792,2017-05-03,Ola,Consumer Internet,Cab Aggregation App,Bengaluru,"Falcon Edge Capital,\\Xc2\\Xa0 Capital Advisers",Private Equity,104500000.0,877.8,2017,May
793,2017-05-03,Sumeru,Technology,Software & Mobile development services,Bengaluru,3 Undisclosed Investors,Seed Funding,1000000.0,8.4,2017,May
794,2017-05-04,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,"Asuka Holdings, Youwecan Ventures, Beenext, Beenos, M&S Partners",Private Equity,0.0,0.0,2017,May
795,2017-05-05,HealthMir,Consumer Internet,AI-based health content platform,New Delhi,Nimit Panigrahi,Seed Funding,0.0,0.0,2017,May
796,2017-05-05,Uactive,Consumer Internet,Health-based social networking & discovery App,Mumbai,Hinduja Family,Seed Funding,0.0,0.0,2017,May
797,2017-05-05,i-lend,Consumer Internet,Peer-to-peer lending platform,Hyderabad,50K Ventures,Seed Funding,0.0,0.0,2017,May
798,2017-05-05,Good Methods Global,Technology,Cloud Based Practice Management Software,Trivandrum,Accel Partners,Private Equity,0.0,0.0,2017,May
799,2017-05-05,Balance App,Consumer Internet,Money Savings & Management App,Bengaluru,Rainmatter,Seed Funding,233000.0,1.96,2017,May
800,2017-05-08,YepMe,eCommerce,Private Label Fashion etailer,Gurugram,"Rainbow Digital Services Pvt. Ltd, Ilearnfinance Academy Pvt. Ltd.",Private Equity,700000.0,5.88,2017,May
801,2017-05-08,Nightstay,Consumer Internet,Last minute hotel booking mobile app,New Delhi,"Indian Angels Network, Letsventure",Seed Funding,0.0,0.0,2017,May
802,2017-05-08,Devourin,Technology,Restaurant Automation Solution,Pune,Deepak Nathani,Seed Funding,0.0,0.0,2017,May
803,2017-05-08,MyGreens,Food & Beverage,Cold-press Juices manufacturer,New Delhi,"Ajay Relan, Letsventure",Seed Funding,1000000.0,8.4,2017,May
804,2017-05-08,Ace Turtle,Technology,Omni-Channel Platform,Bengaluru,"Vertex Ventures, C31 Ventures",Private Equity,5000000.0,42.0,2017,May
805,2017-05-08,CureFit,Technology,Health-Tech Platform,Bengaluru,"Trifecta Capital Advisors Llp, Prathithi Investment Trust, Rnt Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & Others",Private Equity,3200000.0,26.88,2017,May
806,2017-05-09,Curie Labs,Technology,Energy Analytics startup,New Delhi,Satoshi Studios,Seed Funding,50000.0,0.42,2017,May
807,2017-05-09,Uncanny Vision,Technology,Computer Vision on Embedded Systems,Bengaluru,Anand Chandrasekaran,Seed Funding,0.0,0.0,2017,May
808,2017-05-09,Anchanto,Technology,Ecommerce Fulfilment and Technology Platform,Pune,Luxasia Group,Private Equity,0.0,0.0,2017,May
809,2017-05-09,Sequretek,Technology,IT Security & Data Management Services,Mumbai,"Gvfl, Unicorn India Ventures",Private Equity,0.0,0.0,2017,May
810,2017-05-10,Lucideus,Technology,Cyber Security Startup,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\Xc2\\Xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed Funding,0.0,0.0,2017,May
811,2017-05-10,Vidooly,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, Gvfl",Private Equity,1400000.0,11.76,2017,May
812,2017-05-10,Shopclues,eCommerce,Online marketplace,Gurugram,Innoven Capital,Private Equity,7700000.0,64.68,2017,May
813,2017-05-10,Fourth Ambit,Consumer Internet,Community Building platform,Bengaluru,1Crowd,Seed Funding,600000.0,5.04,2017,May
814,2017-05-10,Chymera VR,Technology,Advertising Platform for Virtual Reality,Bengaluru,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed Funding,0.0,0.0,2017,May
815,2017-05-11,Early Salary,Consumer Internet,Online lending platform,Pune,"Dg Ventures India, Dewan Housing Finance Corp",Private Equity,4000000.0,33.6,2017,May
816,2017-05-11,Book My Diamond,eCommerce,Diamond B2B eTailer,Mumbai,Chirag Nikunj Sheth & Others,Seed Funding,0.0,0.0,2017,May
817,2017-05-11,ION Energy,Technology,Clean Tech Startup,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed Funding,0.0,0.0,2017,May
818,2017-05-12,Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,New Delhi,Impanix Capital,Private Equity,5000000.0,42.0,2017,May
819,2017-05-12,Log 9 Materials,Technology,NanoTech product developer,Bengaluru,Gems,Seed Funding,0.0,0.0,2017,May
820,2017-05-12,Remit Guru,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, Ccavenue",Private Equity,466000.0,3.91,2017,May
821,2017-05-12,Aequm,eCommerce,Cloud ECommerce platform,Bengaluru,3 Undisclosed Investors,Seed Funding,1000000.0,8.4,2017,May
822,2017-05-15,Zapty,Technology,Project Management tool,Bengaluru,Ideaspring Capital,Seed Funding,500000.0,4.2,2017,May
823,2017-05-15,Vernacular.ai,Technology,Multi-lingual AI Platform for Businesses,Bengaluru,Kstart Capital,Seed Funding,0.0,0.0,2017,May
824,2017-05-16,Niki.ai,Technology,AI-based chatbot,Bengaluru,Sap,Private Equity,0.0,0.0,2017,May
825,2017-05-16,Telr,Technology,Online Payment Gateway,Mumbai,Innovations East,Private Equity,3000000.0,25.2,2017,May
826,2017-05-16,Fynd,eCommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Equity,500000.0,4.2,2017,May
827,2017-05-17,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,3 Undisclosed Investors,Seed Funding,250000.0,2.1,2017,May
828,2017-05-17,Paysense,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private Equity,5300000.0,44.52,2017,May
829,2017-05-18,The Good Life,ECommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000.0,8.4,2017,May
830,2017-05-18,PumpKart,eCommerce,Online Water Pumps etailer,Chandigarh,Dr. Ritesh Malik,Seed Funding,0.0,0.0,2017,May
831,2017-05-18,Paytm,ECommerce,Mobile Wallet & ECommerce platform,Bengaluru,Softbank Group,Private Equity,1400000000.0,11760.0,2017,May
832,2017-05-19,EzCred,Consumer Internet,Consumer Lending Platform,Bengaluru,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000.0,8.4,2017,May
833,2017-05-19,HealthSutra,Food & Beverage,Health Food Maker,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed Funding,0.0,0.0,2017,May
834,2017-05-20,YepMe,eCommerce,Private Fashion Brand etailer,New Delhi,Gokaldas Exports Ltd,Private Equity,0.0,0.0,2017,May
835,2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,New Delhi,Fosun International,Private Equity,30000000.0,252.0,2017,May
836,2017-05-22,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"Jll, 1Crowd",Seed Funding,500000.0,4.2,2017,May
837,2017-05-23,TravelSpice,ECommerce,Travel ECommerce portal,Hyderabad,Eagle10 Ventures,Seed Funding,0.0,0.0,2017,May
